category,seniority,min_salary,max_salary,id,modality,remote,remote_modality,remote_zone,published_at,application_deadline,experience,skills,benefits,applications_count,company_name,company_country,company_id,company_description
Programming,seniority,2400,4000,programador-biometria-aplicada-santiago,modality,False,no_remote,,1716506997,,,"p, Debes, tener, experiencia, comprobable, en, desarrollo, con, C, conocimientos, de, bases, de, datos, relacionales, SQL, Server, desarrollo, de, frontend, con, enfoque, al, UX, en, Angular, React, o, similar, Ser, proactivo, en, la, de, soluciones, con, capacidad, y, voluntad, para, aprender, nuevas, y, trabajar, por, la, mejora, continua, de, los, proyectos, p","<p>Somos una empresa con muy buen ambiente de trabajo, horizontal en el trato a la gente, con excelentes expectativas de crecimiento, valoramos y recompensamos el esfuerzo de los miembros del equipo, fuera de lo estándar contamos con seguro de salud complementario que cubre en proporción a tu cobertura lo que no cubre tu isapre.</p>",9,Biometria Aplicada,CL,,Somos una empresa sólida con más de 12 años de experiencia en el mercado de Soluciones Integrales de Control Biométrico. Enfocados en el desarrollo personalizado de soluciones para grandes empresas de diversas industrias.
Programming,seniority,,,tech-lead-arkho-santiago-70da,modality,True,fully_remote,Santiago Metropolitan,1716436734,,,"div, son, los, requerimientos, del, cargo, div, ul, li, Experiencia, de, 4, liderando, equipos, desde, la, perspectiva, li, li, Dominio, avanzado, de, por, lo, menos, un, lenguaje, de, de, preferencia, Python, li, li, AWS, Expertise, 4, a, trabajando, con, AWS, en, arquitecturas, Serverless, orientadas, a, Data, Analytics, li, li, Experiencia, de, 3, trabajando, proyectos, de, procesamiento, de, datos, li, li, intermedio, li, ul",<ul><li>Día administrativo semestral hasta los 12 meses </li><li>Week off: 5 días de vacaciones extra</li><li>¡Celebra tu cumpleaños!</li><li>Path de entrenamiento</li><li>Certificaciones AWS</li><li>Aguinaldos Fiestas Patrias y Navidad</li><li>Seguro complementario (solo para Chile)</li><li>Flexibilidad (trabajo híbrido o remoto)</li><li>Regalo por casamiento + 5 días hábiles libres</li><li>Regalo por nacimiento de hijos</li><li>Kit escolar</li><li>Beneficio paternidad</li><li>Cuponstar</li></ul>,190,ARKHO,CL,,"Somos una consultora experta en tecnologías de la información, que ofrece servicios de consultoría en el marco de la buena arquitectura, modernización de aplicaciones y analítica de datos. "
Programming,seniority,,,desarrollador-a-backend-springboot-empresas-sb-santiago-c586,modality,False,hybrid,,1716413884,,,"ul, li, Experiencia, en, desarrollo, de, soluciones, li, li, Experiencia, de, al, menos, 3, trabajando, con, Spring, Boot, li, li, de, Analista, en, en, o, li, ul",,42,Empresas SB,CL,,"Tendrás grandes desafíos y nuestro respaldo.
Somos un grupo de empresas de retail, especialistas en salud y belleza, dedicados a hacer sentir bien a las personas, estén donde estén
#CreemosEnTiEmpresasSB 💜💪🏼"
Programming,seniority,,,desarrollador-a-ruby-on-rails-empresas-sb-santiago,modality,False,hybrid,,1716229366,,,"ul, li, Experiencia, de, al, menos, 3, en, y, desarrollo, de, software, li, li, o, carrera, li, li, Experiencia, en, li, li, Conocimiento, nivel, avanzado, Ruby, on, Rails, Framework, para, hacer, aplicaciones, web, li, ul",,18,Empresas SB,CL,,"Tendrás grandes desafíos y nuestro respaldo.
Somos un grupo de empresas de retail, especialistas en salud y belleza, dedicados a hacer sentir bien a las personas, estén donde estén
#CreemosEnTiEmpresasSB 💜💪🏼"
Programming,seniority,,,arquitecto-java-bilingue-kibernum-bogota,modality,True,remote_local,,1715899810,,,"p, em, Requisitos, em, p, ol, li, Profesional, en, de, sistemas, de, telecomunicaciones, en, de, software, o, carreras, afines, li, li, cinco, strong, 5, strong, de, experiencia, en, cargos, de, arquitecto, o, con, li, ol, ul, li, experiencia, en, arquitectura, e, de, sistemas, globales, altamente, distribuidos, li, li, Manejo, de, la, nube, GCP, li, li, de, arquitectura, estructurada, implementaciones, de, nube, e, implementaciones, y, hojas, de, ruta, de, local, a, la, nube, Azure, Google, li, li, Dominar, las, plataformas, Google, Workspace, GCP, y, su, dependencia, APIs, li, ul, p, 3.Nivel, de, ingles, Conversacional, strong, B2, strong, p",<ul><li>Tipo de Trabajo: Remoto </li><li>Tipo de Contrato: Indefinido</li><li>Horario: Lunes a viernes 7am a 5pm.</li><li>Rango Salarial: <strong>A convenir (80% prestacional - 20% no prestacional).</strong></li><li>Excelentes beneficios</li></ul>,11,Kibernum,CL,,Impulsamos la evolución digital de nuestro entorno
Programming,seniority,,,solutions-engineer-openloop-remote,modality,False,hybrid,,1715884417,,,"ul, li, 3, years, experience, building, production-ready, Fullstack, applications, li, li, 3, years, experience, with, Node.js, and, React, li, li, 2, years, experience, with, AWS, serverless, technologies, Lambda, DynamoDB, SQS, S3, li, li, 2, years, experience, with, TypeScript, li, li, 3, years, experience, using, git, for, source, control, li, li, 3, years, experience, working, in, an, Agile, environment, li, li, Strong, problem-solving, skills, and, the, ability, to, diagnose, and, resolve, complex, technical, issues, li, li, Excellent, communication, skills, both, technical, and, non-technical, for, effective, interaction, with, healthcare, professionals, and, internal, teams, li, li, Ability, to, create, big-picture, software, solutions, li, li, Ability, to, present, ideas, in, a, clean, user-friendly, way, li, li, strong, Fluency, in, English, C1, and, excellent, written, and, verbal, communication, skills, strong, li, ul","<div>In addition to competitive salaries, this role includes:</div><ul><li>Contract under a Peruvian company ID (""Planilla""). You will receive all the legal benefits in Peruvian soles (CTS, ""Gratificaciones"", etc).</li><li>Monday - Friday workdays, full time (9 am - 6 pm).</li><li>Unlimited vacation days.</li><li>EPS healthcare covered 100% with RIMAC —Because you, too, deserve access to great healthcare.</li><li>AFP retirement plan —to help you save for the future.</li><li>We will assign you a computer and other accessories so you can have the best tools to do your job.</li><li>You will have all the benefits of the Coworking space located in Lima - Miraflores (Free beverage, internal talks, bicycle parking, best view of the city).</li></ul>",73,OpenLoop,US,,"Servicing all 42,000 zip codes nationwide, OpenLoop accelerates the delivery of patient care by matching our trusted community of certified clinicians and insurance partners with innovators in the digital health space. "
Programming,seniority,3200,4350,software-engineer-back-end-tenet-bank-ltd-remote,modality,True,fully_remote,,1715674377,,,"ul, li, We, are, looking, to, grow, our, team, and, are, looking, to, add, engineers, ranging, from, 3, to, 6, years, of, software, engineering, experience, li, li, Fluent, in, one, or, more, programming, languages, to, NET, amp, NodeJS, are, essentially, li, li, Good, spoken, and, written, English, 6, and, above, in, IELTS, li, li, Experience, authoring, and, operating, high-scale, services, li, li, Experience, with, scalable, distributed, systems, both, built, from, scratch, as, well, as, on, Microsoft, Azure, li, li, A, focus, on, software, engineering, best, practices, such, as, testing, static, analysis, continuous, integration, delivery, and, deployment, li, li, Self-sufficient, in, contributing, to, the, team, s, engineering, efforts, li, li, A, proven, tech, lead, with, experience, planning, and, leading, large, projects, with, long-term, impact, on, a, single, system, or, team, li, li, Strong, technical, grasp, and, have, excellent, judgement, on, task, prioritisations, li, li, Able, to, solve, complex, engineering, problems, that, deliver, results, which, help, the, team, to, achieve, its, objectives, li, li, History, of, creating, and, applying, new, processes, and, tooling, to, increase, engineering, efficiency, li, li, Willingness, to, learn, and, use, new, technologies, li, li, Ability, to, debugging, complex, systems, li, li, Solid, understanding, of, relational, databases, and, transactions, li, li, Familiar, with, writing, highly, concurrent, systems, li, li, Good, intuition, for, REST, API, design, li, li, Valid, passport, may, be, required, to, travel, for, work, li, ul",<p>20 paid vacation days a year</p>,197,Tenet Bank Ltd.,KY,,Tenet Bank Ltd. is a regulated Institutional bank operated by financial experts and engineered by technology leaders.
Programming,seniority,2500,4000,ruby-on-rails-developer-mawi-remote,modality,True,remote_local,,1715319404,,,"div, For, the, position, we, are, hiring, for, we, are, looking, for, someone, who, knows, Ruby, on, Rails, well, and, has, a, strong, set, of, skills, and, experiences, that, match, our, platform, s, needs, at, Mawi, The, ideal, candidate, should, work, well, in, a, team, helping, and, learning, from, others, We, look, for, strong, Team, Players, br, strong, br, div, div, We, expect, the, candidate, to, be, good, at, solving, problems, adaptations, to, changes, quickly, and, to, have, experience, in, creating, efficient, and, scalable, software, with, Ruby, on, Rails, It, s, important, to, have, experience, with, integrating, APIs, and, automating, software, deployment, div, div, Good, writing, skills, are, also, essential, for, documenting, work, and, communicating, clearly, with, our, team, Being, able, to, give, and, receive, feedback, well, is, important, for, improving, and, adapting, to, new, challenges, div, div, Paying, attention, to, details, is, crucial, as, it, affects, the, quality, of, the, software, we, build, also, because, we, believe, in, autonomy, We, appreciate, candidates, who, can, spot, ways, to, improve, and, are, proactive, in, suggesting, and, implementing, new, solutions, div, div, Overall, we, are, looking, for, someone, who, is, enthusiastic, about, using, technology, to, make, a, difference, in, the, construction, industry, someone, who, is, ready, to, face, the, challenges, of, rapid, technological, change, and, happy, to, work, on, a, Startup, div","<div>At Mawi the professional challenge we have and the impact we can do is what makes an attractive place to work. We also help with professional curses or education that can help the individual to grow. Finally, we provide a set of flexible vacation days and flexible schedule, 100% remote.</div>",71,Mawi,CR,,"awi is a startup that is looking to help thousands of construction companies in LATAM become financially and operationally more effective and profitable, through technology that is not only efficient but also easy to adopt and apply."
Programming,seniority,2500,3000,desarrollador-backend-global-mobility-apex-s-a-remote,modality,True,fully_remote,,1716495990,,,"ul, li, desarrollar, e, implementar, soluciones, backend, robustas, y, escalables, utilizando, NestJs, como, el, marco, principal, li, li, Colaborar, estrechamente, con, el, equipo, de, desarrollo, para, e, implementar, APIs, GraphQL, con, NestJs, eficientes, y, flexibles, li, li, Integrar, y, gestionar, bases, de, datos, NoSQL, como, MongoDB, para, garantizar, un, rendimiento, y, una, alta, disponibilidad, li, li, Implementar, sistemas, de, utilizando, Kafka, para, manejar, flujos, de, datos, en, tiempo, real, y, procesamiento, de, eventos, li, li, Utilizar, Redis, para, la, de, y, almacenamiento, de, sesiones, optimizando, el, rendimiento, de, las, aplicaciones, li, li, e, implementar, arquitecturas, de, microservicios, para, garantizar, la, escalabilidad, y, la, modularidad, de, nuestras, aplicaciones, li, ul",<ul><li>Oportunidad de trabajar de forma remota. </li><li>Ambiente de trabajo colaborativo y dinámico. </li><li>Desarrollo profesional continuo y oportunidades de crecimiento. </li><li>Flexibilidad de horarios y equilibrio entre vida laboral y personal. </li></ul>,42,"Global Mobility Apex, S.A.",GT,,"Somos una corporación multinacional de bebidas y alimentos fundada en 1885 con operaciones en más 14 países, con más de 15,000 colaboradores."
Programming,seniority,,,java-developer-con-sre-leniolabs_-remote,modality,True,remote_local,,1716495899,,,"ul, li, strong, 4, de, experiencia, en, con, Java, u, otro, lenguaje, de, orientado, a, objetos, Indispensable, strong, li, li, y, despliegue, de, pipelines, con, Maven, Gradle, li, li, strong, Experiencia, en, con, Python, u, otro, lenguaje, Indispensable, strong, li, li, Experiencia, con, infraestructura, como, li, li, Experiencia, conocimiento, sobre, funcionan, los, servicios, Serverless, li, li, Experiencia, con, servicios, gestionados, y, no, gestionados, en, AWS, li, li, Experiencia, conocimiento, de, VPCs, li, li, Buenas, habilidades, de, li, li, strong, Conocimiento, en, y, principios, de, SRE, strong, li, li, strong, Experiencia, con, plataformas, de, nube, en, especifico, con, AWS, Indispensable, strong, li, li, Experiencia, en, el, desarrollo, de, Microservicios, li, li, strong, Contar, con, un, nivel, de, oral, y, escrito, B2, C1, intermedio, avanzado, Indispensable, strong, li, li, Trabajar, de, forma, independiente, priorizando, tareas, para, cumplir, con, las, fechas, prestando, fuerte, al, detalle, li, li, Pensamiento, y, capacidad, de, resolver, problemas, li, li, Manejo, de, li, li, Capacidad, de, trabajar, en, equipo, li, ul",<ul><li>Metlife (Chile) - Para toda la familia</li><li>Salario dolarizado (Argentina)</li><li>100% Remoto. Aunque contamos con lugares de trabajo en Argentina y Chile</li><li>Posibilidad de recibir 2 bonos al año</li><li>2 revisiones salariales al año</li><li>Clases de inglés</li><li>Equipamiento Apple</li><li>Cursos UDEMY</li><li>Budget para compra de libros</li><li>Budget para compra de materiales de trabajo</li></ul>,41,Leniolabs_,CL,,"Somos una empresa de desarrollo de software con sede en Argentina, Chile, España y USA."
Programming,seniority,,,fullstack-developer-rankmi-remote-82fc,modality,True,fully_remote,,1716482975,,,"ul, li, Conocimiento, y, experiencia, de, al, menos, 2, strong, en, Ruby, on, Rails, excluyente, strong, li, li, Conocimiento, y, experiencia, de, al, menos, strong, 2, en, React, excluyente, strong, li, li, Conocimiento, de, algoritmos, y, estructuras, de, datos, que, permitan, modelar, las, realidades, de, las, distintas, empresas, y, productos, li, ul","<p> 🏄🏼‍♀️ <strong>Work-Life Balance</strong></p><ul><li>Blended Working: Nuestro modelo de trabajo es híbrido en las oficinas de Chile, Perú y México.</li><li>Días de vacaciones adicionales para desconectarte y recargar energías.</li><li>Día libre para mudanza.</li><li>Permisos de días libres sin goce de sueldo.</li><li>Flexibilidad en horarios laborales. Somos autónomos, sabemos que nuestros compañeros y clientes confían en que seremos responsables.</li></ul><p>💖 <strong>We Care</strong></p><ul><li>Medio día libre en tu cumpleaños, en el de tus hijos/as, y/o cónyuge.</li><li>Permiso de postnatal adicional para padres.</li><li>Bonos por diversas ocasiones: programa de referidos, matrimonio/unión civil, nacimiento de hijo/as.</li><li>Porque nuestras mascotas también son parte de la familia, te ofrecemos un día libre en caso de pérdida.</li></ul><p>✨ <strong>Rankmi Vibes</strong></p><ul><li>Dress code relajado.</li><li>Trabajo con metodologías ágiles y equipos multidisciplinarios.</li><li>Ambiente relajado y multicultural.</li><li>¡Rankmi puntos para usar en nuestra tiendita! Utiliza tus puntos para canjear merch de Rankmi, eGiftCards o cursos en Udemy.</li></ul>",633,Rankmi,CL,,"Rankmi es la plataforma para automatizar la gestión de personas líder en Latinoamérica. Nos encanta trabajar con personas innovadoras, creativas y que siempre estén desafiando los límites. 

¡Revisa a continuación las oportunidades que tenemos para ti!"
Programming,seniority,2200,2500,lider-tecnico-3it-remote-15a2,modality,True,remote_local,,1716478434,,,"ul, li, Experiencia, programando, con, Java, JavaScript, Spring, Boot, y, Spring, Batch, li, li, Dominio, excluyente, en, React, conocimientos, en, Angular, Actualmente, migramos, de, Angular, a, React, li, li, Experiencia, en, la, de, de, equipos, de, desarrollo, de, software, li, li, trayectoria, en, software, de, aplicaciones, empresariales, li, li, Conocimiento, avanzado, en, y, patrones, de, li, li, de, reportes, de, calidad, del, utilizando, SonarQube, y, Veracode, li, li, Experiencia, de, 4, como, Ingeniero, de, Proyectos, o, al, menos, 2, como, em, Este, factor, es, de, suma, importancia, para, avanzar, en, el, proceso, em, li, ul",<div>🚀 Capacitaciones<br>💃 Días administrativos <br>🌭 Tarjeta Sodexo $80.000 <br>🫀 Seguro de salud MetLife <br>💸 Bono anual de desempeño<br>🎅 Aguinaldo en fiestas patrias y navidad <br>🌈 Vacaciones sin requisito de antigüedad <br>👨 Días adicionales al postnatal masculino <br>🎈 Medio día libre por tu cumpleaños <br>🧦 Código de vestimenta informal <br>🐶 Dcto en seguro de mascotas <br>🚑 Caja de Compensación <br>🎁 Regalo por nacimiento <br>🥳 Encuentros tritian@s <br>🙌 ¡Y mucho más!</div>,6,3IT,CL,," ¡Somos entusiastas de la tecnología! 
Proveemos equipos y especialistas que desarrollan e implementan soluciones TI, acompañando a nuestros clientes  hacia una transformación digital segura. "
Programming,seniority,1500,1800,desarrollador-net-zerviz-remote-8657,modality,True,fully_remote,,1716476997,,,"ul, li, relativa, al, cargo, Analista, de, Sistemas, Ing, etc, li, li, Experiencia, desarrollando, con, C, li, li, Experiencia, creando, y, consumiendo, microservicios, li, li, Experiencia, trabajando, con, net, core, y, ASP.NET, li, li, Experiencia, trabajando, con, Oracle, y, PL, SQL, li, li, Experiencia, comprobable, trabajando, en, ISAPRES, li, ul","<div>✅Seguro complementario de salud, vida y dental! 🏥🔬<br>✅Modalidad WFA 🌴🌞(Work From Anywhere) trabaja 100% en la oficina/ híbrido/ full remoto ¡Tú eliges!<br>✅Oficina a pasos del metro, con Snacks y Café🍵🍪🍩🍞<br>✅No tenemos Dress Code, así que ¡Olvídate de las corbatas y de los zapatos!<br>✅Apoyo económico para cursos y certificaciones💲📚, sigue creciendo con nosotros!!<br>✅Computador y plan corporativo (de voz y dato)<br>✅Dia de cumpleaños libre 🎉🎁🎈<br>✅Aguinaldo, reconocimientos y mucho más!!😄</div>",40,ZerviZ,CL,,"Porque innovamos, implementamos y transformamos proyectos y procesos de transformación digital junto a la mejor tecnología ¡te estamos buscando! ⚡"
Programming,seniority,,,chief-technology-officer-cto-tcit-santiago,modality,False,hybrid,,1716467430,,,"ul, li, profesional, de, Ingeniero, Ingeniero, industrial, con, TI, Ingeniero, en, o, EXCLUYENTE, li, li, Al, menos, 5, de, experiencia, liderando, equipos, de, desarrollo, tales, como, jefe, de, desarrollo, de, proyectos, o, li, li, Contar, con, experiencia, profesional, comprobable, en, proyectos, desarrollados, en, la, nube, li, li, Contar, con, conocimientos, en, desarrollo, de, software, arquitectura, de, sistemas, y, emergentes, li, li, Contar, con, experiencia, comprobable, en, las, siguientes, Node.js, React, PostgresSQL, Base, de, datos, relacionales, li, li, Fuertes, habilidades, y, capacidad, de, toma, de, decisiones, li, li, Excelentes, habilidades, de, li, li, Vivir, en, Santiago, li, li, Disponibilidad, para, trabajar, 4, de, manera, presencial, en, nuestras, oficinas, ubicadas, en, providencia, EXCLUYENTE, li, ul","<ul><li>Nuestras oficinas quedan a pasos del metro </li><li>Porque sabemos que guatita llena &lt;3 contento, cuando vayas a trabajar a la oficina contamos con almuerzo en una cafetería cercana (¡y esto va por cuenta de TCIT, aparte del bono de almuerzo :O!)</li><li>Tendrás permisos flexibles</li><li>Más días de vacaciones</li><li>Vestimenta casual</li><li>Estamos afiliados a Caja de Compensación Los Andes, por lo que puedes acceder a sus cientos de beneficios y convenios</li><li>Estamos afiliados a la ACHS, por lo que tendrás acceso a capacitaciones, beneficios y convenios</li><li>Somos Google Partners, lo que significa que puedes certificarte de manera gratuita!</li><li>Tenemos estacionamiento para bicicletas</li><li>¡Nos encantan los asados y usamos cualquier excusa para juntarnos y compartir!</li><li>El día de tu cumpleaños puedes salir a las 16:00 para celebrar como se debe</li></ul><p>¡Te esperamos!</p>",302,TCIT,CL,,Líderes en desarrollo de software en modalidad cloud
Programming,seniority,,,lider-de-proyectos-ti-rails-react-tcit-santiago-3ae9,modality,False,hybrid,,1716467421,,,"ul, li, profesional, de, Ingeniero, Industrial, con, en, TI, Ingeniero, o, li, li, Experiencia, de, al, menos, 1, como, Jefe, de, Proyecto, o, liderando, equipos, de, desarrollo, li, li, Contar, con, experiencia, en, proyectos, desarrollados, en, la, nube, li, li, Contar, con, conocimientos, en, react, y, node, li, li, Contar, con, disponibilidad, para, trabajar, de, manera, teletrabajo, y, oficina, li, li, Poseer, habilidades, de, y, comercial, para, dialogar, y, negociar, con, el, clientes, li, ul","<ul><li>Nuestras oficinas quedan a pasos del metro</li><li>Porque sabemos que guatita llena &lt;3 contento, cuando vayas a trabajar a la oficina contamos con almuerzo en una cafetería cercana (¡y esto va por cuenta de AGRI, aparte del bono de almuerzo :O!)</li><li>Tendrás permisos flexibles</li><li>Más días de vacaciones</li><li>Vestimenta casual</li><li>Estamos afiliados a Caja de Compensación Los Andes, por lo que puedes acceder a sus cientos de beneficios y convenios</li><li>Estamos afiliados a la ACHS, por lo que tendrás acceso a capacitaciones, beneficios y convenios</li><li>Somos Google Partners, lo que significa que puedes certificarte de manera gratuita!</li><li>Tenemos estacionamiento para bicicletas</li><li>¡Nos encantan los asados y usamos cualquier excusa para juntarnos y compartir!</li><li>El día de tu cumpleaños puedes salir a las 16:00 para celebrar como se debe</li></ul><div>¡Te esperamos!</div>",215,TCIT,CL,,Líderes en desarrollo de software en modalidad cloud
Programming,seniority,,,blockchain-expert-fulltimeforce-remote,modality,True,fully_remote,,1716449512,,,"ul, li, Al, menos, 2, de, experiencia, profesional, con, Blockchain, li, li, Conocimiento, avanzado, en, Python, C, o, Java, li, li, Uso, de, APIs, para, blockchain, li, li, Conocimiento, de, arquitectura, y, plataformas, blockchain, li, li, Deseable, experiencia, con, smart, contracts, y, Solana, li, li, Deseable, conocimiento, de, y, manejo, de, base, de, datos, li, ul","<p>Genial ambiente laboral, capacitaciones constantes para mejorar tu desempeño en las entrevistas, oportunidad de aprendizaje, modalidad 100% remota, flexibilidad horaria y oportunidades a futuro con salarios atractivos acorde al mercado IT.</p>",5,FULLTIMEFORCE,PE,,We help US small companies to grow through the assignment of highly-capable remote fulltime professionals. We invite you to be part of a young team that seeks to be composed of highly qualified people who are passionate about the IT world.
Programming,seniority,,,technical-lead-betterfly-santiago-5e9a,modality,False,hybrid,,1716435956,,,"ul, li, 5, o, de, experiencia, en, la, industria, li, li, Experiencia, liderando, equipos, de, Desarrollo, li, li, Experiencia, en, de, APIs, REST, li, li, Conocimientos, de, arquitectura, de, software, li, li, Microservicios, li, li, Python, y, javascript, li, li, Bases, de, datos, li, li, experiencia, con, AWS, li, li, intermedio, li, ul","<ul><li>Acceso a nuestra plataforma Betterfly full con todos lo beneficios de salud, dental, seguro de vida, wellness, deportes, descuentos y más</li><li>Plan de acciones</li><li>Plan de carrera</li><li>Después de dos años en la compañía el laptop es tuyo.</li><li>Bono mensual Betterfly FlexBen </li><li>Beneficio sala cuna para madres y padres Betterflyers</li><li>Día cumpleaños libre</li><li>Semana de navidad o año nuevo totalmente libre</li><li>Modalidad de trabajo híbrido en Santiago</li><li>Voluntariados.</li><li>Ambiente multicultural.</li></ul><div><em>En Betterfly encontrarás una cultura diversa e inclusiva, libre de estereotipos de género, integral y respetuosa. Tenemos un Comité de Diversidad, Equidad e Inclusión, trabajando activamente en estas temáticas para hacer de nuestra compañía un lugar más inclusivo para todas y todos. En nuestra compañía fomentamos la inclusión y deseamos trabajar con los mejores talentos. Es por esto que este cargo se publica en el marco de la Ley de Inclusión Laboral N°</em><a href=""http://21.0.0.13/"" target=""_blank"" rel=""nofollow noopener noreferrer external""><em>21.015</em></a><em>, que incentiva la inclusión de personas con discapacidad al mundo laboral.<br></em><br></div>",97,Betterfly,CL,,Plataforma de beneficios que recompensa los hábitos saludables de tus colaboradores en donaciones sociales y un seguro de vida cuya cobertura crece sin costo
Programming,seniority,1800,2100,full-stack-angular-java-lilab-ica-13a2,modality,False,hybrid,,1716416660,,,"p, Estamos, buscando, un, Full, Stack, Senior, con, 6, de, experiencia, trabajando, en, equipos, de, desarrollo, br, Es, fundamental, que, cuentes, con, conocimientos, desarrollo, Javascript, con, Angular, 5, NodeJS, 14, desarrollo, de, vistas, con, Bootstrap, 4, y, 5, HTML5, desarrollo, con, Spring, Boot, 2, 3, y, Spring, 4, br, Por, el, lado, del, backend, es, importante, que, cuentes, con, conocimientos, en, Java, 8, 11, 17, br, Necesitamos, conocimientos, en, Mybatis, y, Spring, JDBC, Versionamiento, con, SVN, Git, y, Tomcat, 8.5, 9, 10, br, Experiencia, trabajando, con, Base, de, Datos, Oracle, br, Conocimiento, en, IDE, Eclipse, backend, y, Visual, Studio, Code, frontend, br, Experiencia, en, Desarrollo, de, proyectos, con, Maven, br, Finalmente, necesitamos, que, cuentes, con, disponibilidad, para, trabajar, de, forma, presencial, 2, a, 3, veces, por, semana, en, la, planta, de, Pisco, p",<p>Únete y desarrolla tu potencial con nosotros!</p><ul><li>Trabajo híbrido</li><li>Planilla desde el primer día en régimen Pequeña Empresa para Perú y modalidad contractor para otros países💼</li><li>Feriados locales por país y 15 días de vacaciones pagas 🏖️</li><li>Seguro de Salud Privado con Rimac🏥</li><li>Apoyo psicológico constante 💆‍♂️</li><li>Equipo global y colaborativo 🌐</li><li>Día libre en tu cumpleaños y más beneficios 🎉</li></ul><p>¡Tu éxito y bienestar son nuestra prioridad! ¡Únete y crece con nosotros!</p>,3,LILAB,PE,,En Lilab hacemos código de calidad y entregamos productos que impactan en el mundo positivamente. Amamos programar. Nacimos para programar. 
Programming,seniority,1500,2000,desarrollador-full-stack-inexoos-santiago,modality,False,hybrid,,1716387545,,,"p, 1, Nivel, intermedio, en, Rest, APIS, y, Bases, de, datos, relacionales, y, no, relacionales, br, 2, Debes, tener, de, Ingeniero, en, T.I, o, similar, br, 3, Excluyente, conocimiento, nivel, intermedio, en, Vue, js, Python, Node, js, br, 4, Deseable, conocimientos, de, AWS, GIT, y, Docker, p",<p>Acceso a Udemy 👨‍💻<br>Genial ambiente laboral 😎</p>,189,Inexoos,CL,,"Somos un grupo de empresas latinoamericanas, que entrega soluciones a necesidades y problemas latinoamericanos, desarrollando tecnologías de información con calidad e innovación como pilares."
Programming,seniority,2300,2600,desarrollador-salesforce-3it-santiago,modality,True,remote_local,,1716383660,,,"ul, li, Experiencia, con, lenguaje, Java, y, Apex, li, li, con, Web, Service, Soap, o, Rest, Api, li, li, Componentes, Ligthning, VisualForce, Desarrollo, en, clases, de, prueba, Triggers, OpenJDK1, li, li, Al, menos, 2, de, experiencia, con, arquitectura, y, desarrollo, en, la, plataforma, Salesforce, em, Este, factor, es, de, suma, importancia, para, avanzar, en, el, proceso, em, li, ul",<div>🚀 Capacitaciones<br>💃 Días administrativos<br>🌭 Tarjeta Sodexo $80.000<br>🫀 Seguro de salud MetLife<br>💸 Bono anual de desempeño<br>🎅 Aguinaldo en fiestas patrias y navidad<br>🌈 Vacaciones sin requisito de antigüedad<br>👨 Días adicionales al postnatal masculino<br>🎈 Medio día libre por tu cumpleaños<br>🧦 Código de vestimenta informal<br>🐶 Dcto en seguro de mascotas<br>🚑 Caja de Compensación<br>🎁 Regalo por nacimiento<br>🥳 Encuentros tritian@s<br>🙌 ¡Y mucho más!</div>,11,3IT,CL,," ¡Somos entusiastas de la tecnología! 
Proveemos equipos y especialistas que desarrollan e implementan soluciones TI, acompañando a nuestros clientes  hacia una transformación digital segura. "
Programming,seniority,,,desarrollador-power-apps-java-y-python-sophos-solutions-remote,modality,True,remote_local,,1716332794,,,"p, requerimos, p, ul, li, Profesional, en, de, Sistemas, Industrial, Desarrollo, Web, u, otras, disciplinas, relacionadas, li, li, Experiencia, en, el, desarrollo, de, aplicaciones, en, Power, Apps, li, li, Competencia, en, bases, de, datos, y, de, datos, brutos, SQL, BigQuery, Firebase, li, li, Amplio, conocimiento, en, la, de, aplicaciones, utilizando, como, JavaScript, jQuery, Java, y, Python, li, li, Experiencia, en, el, desarrollo, tanto, del, backend, como, del, frontend, utilizando, Java, y, Python, li, li, Familiaridad, con, la, arquitectura, de, aplicaciones, tanto, web, como, y, experiencia, en, despliegues, productivos, en, plataformas, como, AWS, y, GCP, li, li, Experiencia, previa, como, en, Google, Tag, Manager, y, otras, herramientas, de, de, etiquetas, li, li, Conocimiento, en, Google, Analytics, u, herramientas, similares, como, en, herramientas, de, li, ul","<p>Nosotros te ofrecemos 💜:</p><ul><li>Contrato a término indefinido con fines de semana libres, modalidad remota, salario justo de acuerdo con tu perfil en el mercado y beneficios extralegales.</li><li>Acceso a nuestra propia plataforma de aprendizaje, para que te certifiques en tecnologías o habilidades necesarias para tu crecimiento.</li><li>Carta de beneficios para que elijas los que más te gusten entre las opciones según tus puntos (ej: seguro de mascotas, puntos para restaurantes, tarjetas de regalo, plataforma fit, entre muchos otros).</li></ul>",7,Sophos Solutions,CO,,"Somos una compañía global de soluciones tecnológicas. Estamos liderando proyectos que están revolucionando la industria y transformando con éxito las instituciones financieras más importantes. Además, somos reconocidos como Great Place to Work 🚀"
