category,seniority,min_salary,max_salary,id,modality,remote,remote_modality,remote_zone,published_at,application_deadline,experience,skills,benefits,applications_count,company_name,company_country,company_id,company_description
Programming,seniority,,,fullstack-developer-neuralworks-santiago-a617,modality,False,hybrid,,1715979202,,,"ul, li, Estudios, de, Civil, en, o, similar, li, li, Experiencia, previa, como, FullStack, Developer, en, la, de, aplicaciones, web, modernas, basadas, en, JavaScript, y, Python, li, li, Experiencia, en, la, de, las, API, RESTful, li, li, Habilidad, para, crear, una, y, propuestas, de, proyectos, para, alcanzarla, y, liderar, la, de, las, componentes, li, li, Buen, manejo, comunicacional, y, skills, colaborativos, li, li, Buen, manejo, de, sobre, todo, en, lectura, donde, debes, ser, capaz, de, leer, un, paper, o, de, forma, constante, li, ul, div, En, NeuralWorks, nos, importa, la, diversidad, Creemos, firmemente, en, la, de, un, ambiente, laboral, inclusivo, diverso, y, equitativo, Reconocemos, y, celebramos, la, diversidad, en, todas, sus, formas, y, estamos, comprometidos, a, ofrecer, igualdad, de, oportunidades, para, todos, los, candidatos, div",<ul><li>MacBook Air M1 o similar (con opción de compra hiper conveniente)</li><li>Bono por desempeño</li><li>Bono de almuerzo mensual y almuerzo de equipo los viernes</li><li>Horario flexible</li><li>Flexibilidad entre oficina y home office</li><li>Medio día libre el día de tu cumpleaños </li><li>Financiamiento de certificaciones</li><li>Inscripción en Coursera con plan de entrenamiento a medida</li><li>Estacionamiento de bicicletas</li><li>Vestimenta informal</li><li>Salida de “teambuilding” mensual</li></ul>,46,NeuralWorks,CL,,NeuralWorks es el lugar donde juntamos nuestra imaginación y creatividad para crear cosas increíbles. 
Programming,seniority,,,developer-net-agilesoft-spa-remote,modality,True,remote_local,,1715975194,,,"ul, li, Experiencia, comprobable, de, al, menos, 2, en, desarrollo, de, software, li, li, Conocimiento, avanzado, en, NodeJS, y, Nest, li, li, Experiencia, en, el, desarrollo, de, interfaces, de, usuario, con, React, y, Angular, li, li, Conocimiento, en, NET, y, experiencia, en, el, desarrollo, de, aplicaciones, backend, li, li, Familiaridad, con, bases, de, datos, SQL, y, NoSQL, li, li, Habilidad, para, trabajar, en, equipo, y, excelentes, capacidades, de, li, ul","<p>- Ambiente grato laboral, flexible, entretenido y dinámico.<br>- Contrato indefinido<br>- Horario de trabajo de Lunes a Jueves 09:00 hrs a 18:00 hrs y Viernes 09:00 hrs a 17:00 hrs.<br>- Caja de compensación los andes (Solo residentes en Chile)<br>- Seguro complementario de Salud y Dental (Solo residentes en Chile)<br>- Computador de trabajo</p>",39,Agilesoft SpA,CL,,"Somos una pequeña empresa de desarrollo de software Web y Móvil. Nos apasionan las nuevas tecnologías, innovar y disfrutar de una buena cerveza helada!"
Programming,seniority,,,desarrollador-salesforce-kibernum-santiago-8692,modality,False,hybrid,,1715964626,,,"ul, li, 3, de, experiencia, en, desarrollo, Salesforce, li, li, 1, de, experiencia, con, Vlocity, OmniStudio, li, li, Habilidad, con, herramientas, de, desarrollo, declarativo, Flows, Process, Builder, Validation, Rules, de, permisos, li, li, Conocimientos, en, SOQL, Apex, Class, Visualforce, pages, Lightning, Web, Components, Triggers, HTML, CSS, y, JavaScript, li, li, Experiencia, en, de, Salesforce, con, sistemas, externos, SOAP, REST, li, li, Manejo, de, carga, de, datos, masiva, Data, Loader, Bulk, API, li, li, Conocimientos, en, Salesforce, DX, GIT, IDE, Visual, Studio, li, li, Capacidad, para, crear, y, manejar, Reports, y, Dashboards, li, li, Uso, de, buenas, de, desarrollo, referencia, Clean, Code, li, li, Experiencia, en, Tests, Unitarios, de, calidad, deseable, TDD, li, ul",<ul><li> Seguro complementario de salud y de vida</li><li> Reajuste trimestral del IPC</li><li> Aguinaldos de fiestas patrias y navidad</li><li> Acceso a una plataforma con más de 500 beneficios exclusivos.</li></ul><p> Condiciones Laborales:</p><p>Contrato indefinido </p><p>Modalidad de trabajo híbrido en Santiago Centro.</p><p>¡Esperamos recibir tu aplicación y sumarte a nuestro equipo de profesionales innovadores!</p>,1,Kibernum,CL,,Impulsamos la evolución digital de nuestro entorno
Programming,seniority,,,ingeniero-facilities-electrico-agrosuper-rancagua,modality,False,hybrid,,1715964551,,,"div, Los, conocimientos, que, debe, tener, este, cargo, son, br, Profesional, br, Carrera, de, Ingeniero, br, MS, Office, Excel, AutoCAD, br, escrito, Nivel, medio, br, 2, experiencial, laboral, br, Experiencia, como, ingeniero, operador, de, Instalaciones, en, Datacenter, Sistemas, HVAC, Clima, de, br, Experiencia, como, ingeniero, de, soluciones, de, enfriamiento, para, datacenters, en, empresas, de, equipamiento, Schneider, Electric, Vertiv, Stulz, Bluebox, br, Ingeniero, de, proyectos, para, dimensionamiento, de, capacidades, de, en, salas, de, div",,1,Agrosuper,CL,,"En Agrosuper nos motiva hacer las cosas siempre mejor, con espíritu de crecimiento y desarrollo, disfrutando lo bueno de la vida  ¡Ven a ser parte!"
Programming,seniority,2200,3000,desarrollador-java-spring-devsu-remote-94fa,modality,False,hybrid,,1715962113,,,"ul, li, Orientada, a, Objetos, li, li, funcional, y, reactiva, li, li, Bases, de, datos, relacionales, y, no, relacionales, li, li, Conocimientos, en, Java, li, li, de, 5, de, experiencia, con, Spring, y, Spring, Boot, li, li, Profundo, conocimiento, de, Arquitectura, de, Software, de, Dependencia, Microservicios, Patrones, de, etc, li, li, Disponibilidad, de, tiempo, completo, li, li, Experiencia, en, las, mejores, de, desarrollo, de, software, moderno, incluido, el, control, de, de, git, pruebas, unitarias, TDD, revisiones, de, CI, CD, etc, li, ul","<div>Un contrato estable a largo plazo. Entrenamiento contínuo. Seguro de Salud Privado. Horario flexible. Trabajarás con algunos de los ingenieros de software más talentosos de América Latina y los EEUU, haciendo un trabajo desafiante y software de clase mundial.</div>",87,Devsu,US,,Build innovative digital products. A career that fits your calling and offers a new challenge every day.
Programming,seniority,1700,2500,tech-leads-agilesoft-spa-remote,modality,True,remote_local,,1715961007,,,"p, Experiencia, previa, como, Tech, Lead, o, en, un, rol, similar, al, menos, 2, br, Experiencia, con, Microsoft, Project, br, Jira, br, br, Agiles, br, Cloud, strong, excluyente, br, Sonarqube, excluyente, strong, br, DevOps, p","<p>- Ambiente grato laboral, flexible, entretenido y dinámico.<br>- Contrato indefinido<br>- Horario de trabajo de Lunes a Jueves de 09:00 hrs a 18:00 hrs y Viernes de 09:00 hrs a 16:00 hrs.<br>- Caja de compensación los andes<br>- Seguro complementario de Salud y Dental (50%)<br>- Computador de trabajo</p>",17,Agilesoft SpA,CL,,"Somos una pequeña empresa de desarrollo de software Web y Móvil. Nos apasionan las nuevas tecnologías, innovar y disfrutar de una buena cerveza helada!"
Programming,seniority,1600,2300,desarrollador-ruby-on-rails-zerviz-remote,modality,True,fully_remote,,1715959553,,,"ul, li, relativa, al, cargo, Ing, Analista, Programador, Analista, de, Sistemas, etc, li, li, Experiencia, con, Ruby, On, Rails, li, li, Experiencia, trabajando, con, JavaScript, li, li, Experiencia, con, BBDD, relacionales, y, no, relacionales, li, li, Conocimiento, y, de, pruebas, unitarias, li, li, Conocimiento, patrones, de, desarrollo, li, li, Conocimientos, microservicios, li, ul","<div>✅Seguro complementario de salud y dental! 🏥🔬</div><div>✅Flexibilidad horaria, cumpliendo objetivos y no marcando tarjeta. (¿Quién?)</div><div>✅Oficina a pasos del metro, con Snacks y Café🍵🍪🍩🍞</div><div>✅No tenemos Dress Code, así que ¡Olvídate de las corbatas y de los zapatos!</div><div>✅Apoyo Económico para cursos y certificaciones💲📚, sigue creciendo con nosotros!!</div><div>✅Computador y plan corporativo (de voz y dato)</div><div>✅Dia de cumpleaños libre 🎉🎁🎈</div><div>✅Aguinaldo, reconocimientos y mucho más!!😄</div>",157,ZerviZ,CL,,"Porque innovamos, implementamos y transformamos proyectos y procesos de transformación digital junto a la mejor tecnología ¡te estamos buscando! ⚡"
Programming,seniority,,,analista-funcional-amedia-remote,modality,True,remote_local,,1715956271,,,"ul, li, Residir, en, Argentina, li, li, Estudiantes, de, sistemas, o, similar, Cursos, tecnicatura, superior, en, desarrollo, de, software, o, formacio, n, equivalente, de, 2, a, 3, an, os, de, experiencia, en, el, rubro, li, li, Nivel, de, oral, y, escrito, intermedio, li, li, Conocimientos, sobre, UX, li, li, Experiencia, en, el, armado, de, diagramas, y, presentaciones, en, ppt, li, ul","<ul><li>Certificados como empresa Great Place To Work®.</li><li>Desarrollo profesional (siempre y cuando esté alineado a la posición de trabajo que desempeña en la empresa)</li><li>Desarrollo personal.</li><li>Clases de inglés 1 vez por semana.</li><li>Flexibilidad horaria de trabajo.</li><li>Horario flex de conexión: los talentos se pueden conectar entre las 8:00 y las 10:00 am como límite.</li><li>Cobertura médica: SMG02 (Swiss Medical).</li><li>Vacaciones flexibles: dos semanas remunerativas.</li><li>Equipo de trabajo: Notebook de uso laboral.</li><li>Day Off</li><li>Aumento de sueldo por inflación en los meses de marzo y septiembre, y por desempeño según sea el caso que lo amerite.</li><li>Posibilidades de crecimiento dentro de la empresa.</li><li>Excelente clima laboral.</li></ul>",29,Amedia,AR,,Somos una empresa de base tecnológica con el objetivo de agilizar la transferencia de conocimiento.
Programming,seniority,1200,1800,desarrollador-full-stack-laravel-vue-js-lebox-remote,modality,True,remote_local,,1715902073,,,"ul, li, strong, Javascript, Front-End, strong, React, JS, VueJS, li, li, strong, PHP, Legacy, strong, li, li, strong, Frameworks, PHP, strong, Laravel, gt, 6.x, li, li, strong, Control, de, Versiones, strong, Git, li, li, strong, Conocimientos, en, Linux, strong, li, li, strong, Base, de, Datos, Relacionales, strong, Mysql, Pgsql, Oracle, li, li, strong, Scrum, strong, li, li, strong, Orientada, a, Objetos, POO, strong, li, li, strong, profesional, de, Civil, o, carrera, strong, li, ul","<ul><li>Trabajar en una empresa innovadora y en constante búsqueda de nuevos desafíos.</li><li>Ambiente de trabajo colaborativo y orientado al mejoramiento continuo.</li><li>Flexibilidad para trabajar desde cualquier parte de Chile.</li><li>Teletrabajo.</li><li>Convenio con Caja los Andes.</li><li>Computadora, equipamiento de escritorio.</li><li>Bonos en septiembre y navidad.</li><li>Bono hijos marzo.</li><li>Seguro médico adicional, con el contrato definitivo.</li><li>Genial ambiente laboral.</li></ul>",43,Lebox,CL,,"Empresa de desarrollo, enfocada en soluciones para el área de la salud."
Programming,seniority,,,alumno-en-practica-ingenieria-informatica-bice-vida-santiago,modality,False,hybrid,,1715899548,,,"ul, li, Ser, estudiante, de, Sistema, Industrial, o, carrera, en, de, profesional, li, li, Contar, con, seguro, otorgado, por, la, casa, de, estudios, li, li, Deseable, saber, leer, e, interpretar, Java, no, excluyente, li, ul",<ul><li>Almuerzo gratuito en el casino de la empresa.</li><li>Bonificación mensual.</li></ul>,38,BICE VIDA,CL,,"Líderes en el negocio de las aseguradoras en Chile, somos una empresa enfocada en satisfacer las necesidades de seguridad, prosperidad y protección de nuestros clientes. "
Programming,seniority,1900,2700,software-developer-engineer-talana-remote-cab0,modality,True,fully_remote,,1715875578,,,"ul, li, Amplia, experiencia, en, el, desarrollo, de, aplicaciones, utilizando, lenguajes, como, Python, Ruby, o, PHP, trabajado, en, proyectos, complejos, liderando, el, y, la, de, funcionalidades, de, alto, nivel, li, li, Profundo, conocimiento, de, los, principios, de, desarrollo, de, software, y, buenas, de, un, experto, en, aplicar, patrones, de, principios, SOLID, y, de, pruebas, unitarias, en, tus, desarrollos, li, li, Experiencia, en, el, y, desarrollo, de, arquitecturas, de, software, escalables, y, de, alto, rendimiento, capaz, de, arquitecturas, eficientes, seleccionar, adecuadas, y, optimizar, el, rendimiento, de, las, aplicaciones, li, li, Experiencia, en, la, de, bases, de, datos, utilizando, PostgreSQL, u, otros, sistemas, de, de, bases, de, datos, un, experto, en, de, bases, de, datos, modelado, de, datos, y, consultas, SQL, complejas, li, li, Conocimiento, avanzado, en, el, uso, de, frameworks, y, herramientas, relacionadas, con, el, desarrollo, de, software, capaz, de, evaluar, y, seleccionar, las, mejores, herramientas, para, cada, proyecto, y, utilizarlas, de, manera, efectiva, li, ul","<p>Trabajo remoto desde cualquier parte del mundo, si estas en Chile valoramos compartir contigo al menos 1 día a la semana, tendrás vacaciones extras, seguro complementario, te entregaremos todo lo necesario para trabajar, horario flexible, por lo que si eres mas eficiente de noche, prográmate con tu jefatura y no hay problema ;)</p>",150,Talana,CL,,"Somos una Startup de expertos en pago de remuneraciones, y hemos desarrollado la mejor plataforma del mercado chileno."
Programming,seniority,,,software-support-developer-talana-santiago,modality,False,hybrid,,1715875123,,,"p, Experiencia, de, la, menos, 2, con, Python, Django, manejo, de, Django, Rest, Framework, uso, de, Celery, Docker, y, GIT, En, Talana, valoramos, tus, ganas, por, lo, que, si, hay, algunos, Skills, que, no, sean, tan, fuertes, pero, buscas, aprenderlos, te, como, p","<p>Trabajo remoto desde cualquier parte del mundo, si estas en Chile valoramos compartir contigo al menos 1 día a la semana, tendrás vacaciones extras, seguro complementario, te entregaremos todo lo necesario para trabajar, horario flexible, por lo que si eres mas eficiente de noche, prográmate con tu jefatura y no hay problema ;)</p>",117,Talana,CL,,"Somos una Startup de expertos en pago de remuneraciones, y hemos desarrollado la mejor plataforma del mercado chileno."
Programming,seniority,,,jr-database-developer-ensitech-remote,modality,True,fully_remote,,1715821797,,,"ul, li, 2-3, years, of, experience, as, a, database, developer, li, li, Strong, experience, with, SQL, Server, and, or, PostgreSQL, li, li, Proficient, in, writing, complex, SQL, queries, li, li, Experience, in, creating, stored, procedures, and, functions, li, li, Basic, troubleshooting, and, debugging, skills, li, li, Experience, with, Microsoft, technology, stack, NET, Power, BI, Power, Automate, Power, Apps, li, li, Knowledge, of, Vue.js, and, React, nice, to, have, but, not, mandatory, li, li, Familiarity, with, SQL, Server, Reporting, Services, SSRS, and, Power, BI, li, li, Intermediate, English, li, ul",<ul><li>100% remote opportunity.</li><li>Competitive salary and benefits.</li><li>Custom benefit package aligned to your experience and your needs.</li><li>Working with foreign clients.</li></ul>,309,Ensitech,MX,,"Our team of analysts, software engineers, designers, support staff, marketers and data scientists work together and use the latest technologies and methodologies to implement a successful project."
Programming,seniority,,,mid-backend-developer-ensitech-remote,modality,True,fully_remote,,1715821581,,,"ul, li, 4, de, experiencia, con, el, desarrollo, en, el, entorno, NET, utilizando, C, li, li, 4, de, experiencia, en, bases, de, datos, relacionales, preferiblemente, SQL, Server, MySQL, y, o, PostgreSQL, li, li, Familiaridad, con, el, desarrollo, de, servicios, web, y, API, RESTful, li, li, Habilidades, de, de, problemas, y, capacidad, para, trabajar, en, equipo, li, li, Experiencia, o, conocimientos, en, frontend, como, HTML, CSS, JavaScript, y, frameworks, frontend, como, React.js, o, Vue.js, li, li, Experiencia, deseable, en, el, uso, de, Power, BI, para, el, desarrollo, de, informes, paneles, y, visualizaciones, de, datos, li, li, Capacidad, para, aprender, y, adaptarse, a, nuevas, y, entornos, de, desarrollo, li, li, intermedio, Deseable, li, ul",<ul><li>100% remote opportunity.</li><li>Competitive salary and benefits.</li><li>Custom benefit package aligned to your experience and your needs.</li><li>Working with foreign clients.</li></ul>,359,Ensitech,MX,,"Our team of analysts, software engineers, designers, support staff, marketers and data scientists work together and use the latest technologies and methodologies to implement a successful project."
Programming,seniority,,,desarrollador-full-stack-chile-orbis-data-santiago,modality,False,hybrid,,1715808986,,,"div, strong, Buscamos, un, desarrollador, Full, Stack, con, experiencia, de, al, menos, 2, en, las, siguientes, strong, div, ul, li, ReactJS, Typescript, li, li, NestJS, Typescript, li, li, Postgresql, li, li, Desarrollo, de, API, Rest, li, li, Docker, li, li, Valoramos, tus, conocimientos, en, li, ul, div, strong, Es, un, plus, si, tienes, conocimiento, en, strong, div, ul, li, Angular, li, li, Spring, Boot, li, li, Patrones, de, li, li, Buenas, en, el, desarrollo, li, li, Conocimiento, en, base, de, datos, no, relacionales, li, ul",,54,Orbis Data,CL,,"Asesoramos a nuestros clientes en su proyección hacia el futuro, buscando el enfoque diferente que los ayude a mejorar y alcanzar sus objetivos.  
"
Programming,seniority,2000,3300,arquitecto-de-soluciones-coderslab-io-remote-2a75,modality,True,fully_remote,,1715801528,,,"p, Conocimientos, Requeridos, br, a, BIAN, Banking, Industry, Architecture, Network, y, TOGAF, INDISPENSABLE, br, b, de, Modelado, Archimate, UML, BPMN, br, c, Conocimientos, en, e, Desarrollo, y, de, Proyectos, br, d, Conocimiento, en, de, punta, utilizadas, en, el, Banco, br, e, Conocimientos, en, Sistemas, Financieros, br, f, Manejo, de, herramientas, para, seguimiento, y, control, br, g, Conocimiento, en, Arquitecturas, de, Soluciones, TI, br, h, Conocimiento, en, plataforma, de, Base, de, Datos, Middleware, y, Sistemas, Empresariales, Servicios, y, Plataformas, Cloud, br, i, Conocimiento, en, plataformas, de, proveedores, mundiales, IBM, Microsoft, Oracle, etc, br, j, Conocimiento, en, Frameworks, de, desarrollo, de, punta, nodeJs, Go, etc, p",,54,coderslab.io,CL,,We help companies transform and grow their businesses through innovative technology solutions.
Programming,seniority,1500,2100,jr-backend-developer-net-ensitech-remote,modality,True,fully_remote,,1715794662,,,"ul, li, 2, de, experiencia, con, el, desarrollo, en, el, entorno, NET, li, li, 2, de, conocimiento, de, bases, de, datos, relacionales, preferiblemente, SQL, Server, li, li, 1, de, experiencia, con, Power, BI, para, automatizar, tareas, administrativas, como, la, de, conjuntos, de, datos, li, li, Familiaridad, con, el, desarrollo, de, servicios, web, y, API, RESTful, li, li, Experiencia, o, conocimientos, en, frontend, como, HTML, CSS, JavaScript, y, frameworks, frontend, como, Angular, React.js, o, Vue.js, considerados, como, un, plus, li, li, Habilidades, de, de, problemas, y, capacidad, para, trabajar, en, equipo, li, li, intermedio, preferentemente, no, excluyente, li, ul",<ul><li>100% remote opportunity.</li><li>Competitive salary and benefits.</li><li>Custom benefit package aligned to your experience and your needs.</li><li>Working with foreign clients.</li></ul>,1150,Ensitech,MX,,"Our team of analysts, software engineers, designers, support staff, marketers and data scientists work together and use the latest technologies and methodologies to implement a successful project."
Programming,seniority,,,technical-lead-chile-bi5979-nisum-latam-remote,modality,False,hybrid,,1715758548,,,"p, strong, Debes, residir, en, Chile, y, estar, dispuesto, a, ir, a, la, oficina, 2, veces, a, la, semana, strong, p, p, Experiencia, demostrada, como, Tech, Lead, o, en, roles, similares, en, el, sector, bancario, con, un, enfoque, en, el, desarrollo, de, software, p, p, Amplio, conocimiento, y, experiencia, en, Java, desarrollo, backend, microservicios, y, de, APIs, p, p, Experiencia, en, la, y, de, arquitecturas, de, sistemas, complejos, p, p, Conocimiento, deseable, en, Open, Banking, con, la, capacidad, de, aplicar, estos, conceptos, en, entornos, bancarios, tradicionales, p, p, Fuertes, habilidades, de, liderazgo, y, capacidad, para, trabajar, de, manera, colaborativa, en, equipos, multidisciplinarios, p, p, Excelentes, habilidades, de, con, la, capacidad, de, traducir, requisitos, en, comprensibles, para, diferentes, partes, interesadas, p, p, Capacidad, para, trabajar, en, un, entorno, y, adaptarse, a, los, cambios, y, emergentes, p, p, strong, de, 10, de, experiencia, aplicando, estos, conceptos, y, en, proyectos, relevantes, a, la, industria, strong, p, p, Front, End, Angular, o, React, Javascript, p, p, Java, Encapsulamiento, Acoplamiento, Pooling, Transaccionalidad, Persistencia, Estructuras, de, datos, Manejo, de, memoria, Threads, p, p, Datos, Relacional, Motores, SQL, Constraint, SP, s, Tipos, de, Joins, y, NoSQL, Motores, Herramientas, p, p, DevOps, de, De, Fuentes, de, binarios, Continua, Continuous, Delivery, p, p, Testing, Unitario, Performance, Profiling, p, p, de, Desarrollo, y, o, Framework, SCRUM, p, p, Infraestructura, Cloud, On, Premise, Hybrid, Brokering, p","<p>- Pertenecer a una empresa internacional y multicultural que apoya la diversidad.</p><p>- Formar parte de proyectos internacionales con presencia en Norteamérica, Pakistán, India y Latam.</p><p>- Entorno de trabajo con amplia experiencia en trabajo remoto y distribuido, usando metodologías ágiles.</p><p>- Cultura de constante aprendizaje y desarrollo en tecnologías actuales.</p><p>- Ambiente agradable y colaborativo, con foco en el trabajo en equipo.</p><p>- Acceso a plataformas de aprendizaje, certificaciones Google Cloud, Databricks, Tech Talks, etc.</p><p>- Formar parte de diversas iniciativas y participación continua en actividades internas y externas de innovación, hackathon, tecnología, agilidad, charlas, webinars, bienestar y cultura con posibilidades no solo de participar sino de ser expositor.</p><p>- Si resides en Chile, accedes además a estos beneficios: Tarjeta Sodexo, beneficio de Sala Cuna, acceso a Seguro Complementario de Salud, Mutual de Seguridad, ¡entre otros!</p>",8,Nisum Latam,CL,,¡Ven y se parte de un equipo que transforma! 
Programming,seniority,1500,2400,desarrollador-full-stack-angular-agilesoft-spa-santiago,modality,False,no_remote,,1715721917,,,"ul, li, profesional, de, civil, en, li, li, Tener, al, menos, 2, de, experiencia, utilizando, las, siguientes, li, ul, div, Angular, 9, Excluyente, br, Node.Js, br, Java, br, Java, SpringBoot, Excluyente, br, MongoDB, br, Versionamiento, SVN, o, GIT, div",<ul><li>contrato indefinido</li><li>Horario de trabajo de <strong>Lunes a Jueves de 08:00 hrs a 18:00 hrs.</strong></li><li>Lugar de trabajo: <strong>Presencial (Providencia)</strong></li><li>Caja Compensación Los Andes</li><li>Seguro complementario de Salud y Dental (50%)</li><li>Computadora de trabajo</li><li>Medio día libre de cumpleaños</li></ul>,33,Agilesoft SpA,CL,,"Somos una pequeña empresa de desarrollo de software Web y Móvil. Nos apasionan las nuevas tecnologías, innovar y disfrutar de una buena cerveza helada!"
Programming,seniority,,,technical-lead-tl011-bc6066-nisum-latam-remote,modality,True,remote_local,,1715719842,,,"p, Desarrollo, p, p, Microservicios, p, p, Java, Encapsulamiento, Acoplamiento, Pooling, Transaccionalidad, Persistencia, Estructuras, de, datos, Manejo, de, memoria, Threads, p, p, Datos, Relacional, Motores, SQL, Constrains, SP, s, Tipos, de, Joins, y, NoSQL, Motores, Herramientas, p, p, Proceso, de, desarrollo, p, p, Desarrollo, DevOps, de, De, Fuentes, de, binarios, p, p, Desarrollo, Testing, Unitario, Performance, Profiling, Continua, Continuous, Delivery, p, p, Servicios, Modelo, de, Referencia, Illities, p, p, y, de, Entornos, Dev, QA, Prod, p, p, Agiles, de, Desarrollo, y, o, Framework, SCRUM, p, p, Infraestructura, p, p, Cloud, SaaS, PaaS, IaaS, CaaS, p, p, On, Premise, Sistemas, Operativos, Linux, Unix, p, p, Hybrid, Brokering, p, p, p, p, Principios, y, Tendencias, p, p, COMPETENCIAS, REQUERIDAS, PARA, EL, CARGO, p, p, 1, Habilidades, de, y, de, ideas, p, p, 2, Estrategia, centrada, en, el, cliente, p, p, 3, Liderazgo, integrador, capacidad, para, influenciar, p, p, 4, Agilidad, en, la, p, p, 5, Trabajo, Colaborativo, y, en, equipo, habilidad, de, eficaz, p, p, 6, abierta, p, p, 7, Persona, comprometida, y, transparente, p, p, 8, Proactividad, p, p, 9, al, servicio, p, p, 10, Buen, manejo, de, relaciones, interpersonales, p, p, 11, p, p, 12, p","<p>- Pertenecer a una empresa internacional y multicultural que apoya la diversidad.</p><p>- Formar parte de proyectos internacionales con presencia en Norteamérica, Pakistán, India y Latam.</p><p>- Entorno de trabajo con amplia experiencia en trabajo remoto y distribuido, usando metodologías ágiles.</p><p>- Cultura de constante aprendizaje y desarrollo en tecnologías actuales.</p><p>- Ambiente agradable y colaborativo, con foco en el trabajo en equipo.</p><p>- Acceso a plataformas de aprendizaje, certificaciones Google Cloud, Databricks, Tech Talks, etc.</p><p>- Formar parte de diversas iniciativas y participación continua en actividades internas y externas de innovación, hackathon, tecnología, agilidad, charlas, webinars, bienestar y cultura con posibilidades no solo de participar sino de ser expositor.</p><p>- Si resides en Chile, accedes además a estos beneficios: Tarjeta Sodexo, beneficio de Sala Cuna, acceso a Seguro Complementario de Salud, Mutual de Seguridad, ¡entre otros!</p>",19,Nisum Latam,CL,,¡Ven y se parte de un equipo que transforma! 
Programming,seniority,,,ingeniero-de-datos-kibernum-santiago-6c8d,modality,False,hybrid,,1715665252,,,"p, requerimos, de, ti, para, hacer, un, buen, match, p, p, Experiencia, como, Data, Engineer, entre, 3, y, 5, formalmente, br, Experiencia, con, servicios, AMAZON, AWS, como, S3, GLUE, LAMBDA, ATHENA, y, REDSHIFT, br, habilidades, Python, framework, PySpark, br, Manejo, con, Power, BI, o, Tableau, Deseable, br, Experiencia, con, BD, SQL, Avanzado, br, Experiencia, con, ETL, br, Experiencia, con, Excel, nivel, avanzado, p",<p><strong>Algunos aspectos importantes que debes saber 👀</strong><br>- Contrato Indefinido de inmediato. <br>- Seguro de Salud y dental. <br>- Bono por Fiestas Patrias y Navidad. <br>- Reajuste de tu Sueldo cada tres meses por IPC.</p>,18,Kibernum,CL,,Impulsamos la evolución digital de nuestro entorno
Programming,seniority,1600,2000,desarrollador-full-stack-ramcolog-santiago,modality,False,hybrid,,1715626076,,,"div, strong, Stack, de, Desarrollo, strong, br, Framework, web, Django, 5, Python, 3.11.6, br, Front, End, HTML, CSS, JS, Bootstrap, VUE, br, Front, End, 2.0, React, JS, br, Backend, API, Django, Rest, Framework, br, Lenguaje, de, backend, Python, 3.11.6, br, Stack, de, Servidor, Linux, Ubuntu, o, Debian, br, strong, Base, de, datos, strong, br, PostgreSQL, 12, 16, br, Contenedor, Docker, br, Orquestador, Kubernetes, br, Proveedor, de, servicios, Digital, Ocean, br, Amazon, S3, br, Tareas, programadas, Celery, 4.3, Redis, 3.3, Crontab, br, Servidor, de, correo, Sendgrid, br, Protocolo, MQTT, web, socket, HTTP, Kafka, br, Pruebas, automatizadas, br, Mapas, Google, maps, y, Mapbox, br, strong, Stack, de, trabajo, strong, br, Versionamiento, Gitlab, br, Teams, br, de, desarrollo, Jira, div",<div>. Trabajo Hibrido<br>. Dia libre cumpleaños y Gift Card<br>. Equipamiento computacional <br>. Becas de Estudio </div>,119,Ramcolog,CL,,"Ziyu, una Empresa Ramcolog. Somos un equipo con pasión por la logística, por mejorar sus procesos y lograr que la carga llegue en tiempo y en forma a cada destino. "
Programming,seniority,3500,3700,consultor-sap-fico-ingles-avanzado-bc-tecnologia-santiago,modality,False,hybrid,,1715623976,,,"p, Experimente, los, componentes, del, FI, incluidos, el, Libro, mayor, GL, Cuentas, por, pagar, AP, Cuentas, por, cobrar, AR, Activos, fijos, AA, Bancos, incluida, la, TR, y, CO, br, de, SAP, FI, y, CO, en, IMG, en, de, los, requisitos, comerciales, br, Ayudar, en, el, proceso, de, prueba, para, descubrir, problemas, y, errores, en, los, procesos, comerciales, la, o, la, falta, de, experiencia, del, usuario, br, Brindar, soporte, al, usuario, final, especialmente, durante, el, cierre, de, fin, de, mes, p, p, Conocimiento, en, Finanzas, y, conocimiento, en, Controlling, considerando, soporte, y, mejoras, en, p, p, Libro, mayor, br, Cuentas, por, Cobrar, br, Cuentas, por, Pagar, br, Activos, Fijos, br, Cuentas, bancarias, br, Contabilidad, de, Centros, de, Costos, br, Contabilidad, de, centros, de, beneficio, br, Orden, Interno, br, Costeo, del, Producto, p",<ul><li>Modalidad trabajo Hibrido (3 días presencial y 2 días desde casa. Ubicación Las Condes).</li></ul>,0,BC Tecnología,CL,,Somos una consultora de TI con personal experto en diferentes áreas de tecnología.
